prova,ciclo,tier,box,sbb,rp,nome,sexo,nasc,nmgc,sbb_pai,nome_pai,sbb_mae,nome_mae,criador,media
Morfologia Expointer,2026,1,2913,B670075,2001,BASCA LUA CHEIA,FÊMEA,13/10/2023,7,B512875,BASCO DOMERO,B382790,BT ESTRELA CHIRUA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2914,B666905,111,MANCHA DE AMOR DA PÁTRIA CRIOULA,FÊMEA,12/10/2023,6,B464870,KALIFA DA MAYA,B456684,URUTU DA BÉZINHA,TAIANA PALUDO,
Morfologia Expointer,2026,1,2915,B666721,63,NOGUEIRA DO CAPÃO,FÊMEA,10/10/2023,7,B531379,SABE TUDO DA RECONQUISTA,B534342,FIGUEIRA DO CAPÃO,HENRIQUE DEFAVERI ABDALLA,
Morfologia Expointer,2026,1,2916,B669337,1518,AS MALKE NEVASCA II,FÊMEA,10/10/2023,7,B536061,YANCA INTENDENTE,B545833,AS MALKE GAJETA,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2026,1,2917,B660952,699,TERTÚLIA DA TAMAREIRA-TE,FÊMEA,09/10/2023,7,B438313,KT AMANHECER,B534286,ÍNDIA II DO PURUNÃ,CARLA F. MUSA / ONÉCIO SILVEIRA PRADO JR,
Morfologia Expointer,2026,1,2918,B660328,168,ILUMINADA DE LAS BUENAS,FÊMEA,05/10/2023,6,B269661,AS MALKE SEDUTOR- TE,B369099,AS MALKE AFIADA,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2026,1,2919,B662228,246,JOCASTA DE SANTA LARISSA,FÊMEA,03/10/2023,8,B509629,JAGUAR DA GAP SÃO PEDRO,B474948,BARCELONA DE SANTA LARISSA,LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2920,B671606,878,VACARIA DA CABANHA SANTA FÉ,FÊMEA,01/10/2023,7,B317108,JA IMPULSO,B519101,ZARABATANA DA BOA VISTA,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2921,B677207,120,VARADERO MACARENA DA QUILERO,FÊMEA,01/10/2023,8,B530664,CHAMAMÉ NOCHERO,B420091,NAZARENA DO ACEGUÁ,LUIS PAULO BISPO DA COSTA DALÉ,
Morfologia Expointer,2026,1,2922,B672061,368,CHASQUE SERENA II,FÊMEA,26/09/2023,7,B396137,FANTÁSTICO DE SÃO PEDRO,B458384,CHASQUE CHARCA II,MANUEL LUÍS BENEVENGA SARMENTO,
Morfologia Expointer,2026,1,2923,B670543,2432,GAP RESERVA,FÊMEA,21/09/2023,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B570931,GAP MAESTRIA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2924,B670111,32,BUENAS HIJAS INGUIRRA,FÊMEA,20/09/2023,6,B573475,RZ NO ME TOQUES II DA CARAPUÇA,B285227,BT ANGELINA,FABIANO GAVIOLI FACHINI,
Morfologia Expointer,2026,1,2925,B665030,1214,NORUEGA DO ITAÓ-TE,FÊMEA,15/09/2023,5,B617811,DEL OESTE FIERRO,B453134,CARPETA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2026,1,2926,B660902,495,TROVOADA DO RIBEIRÃO BONITO,FÊMEA,14/09/2023,7,B396137,FANTÁSTICO DE SÃO PEDRO,B345145,GRAÚNA DO RIBEIRÃO BONITO,ARISON JUNG,
Morfologia Expointer,2026,1,2927,B660897,492,TRINIDAD DO RIBEIRÃO BONITO,FÊMEA,09/09/2023,7,B460174,BASCO BANDIDO,B315443,DEL SIETE ROSETA,ARISON JUNG,
Morfologia Expointer,2026,1,2928,B667368,1947,BASCA LINGUA DE SOGRA,FÊMEA,04/09/2023,9,B540178,BASCO ENCANTO,B512791,BASCA DEDO DE MOÇA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2929,B662069,69,KRISTAL DA CVC,FÊMEA,31/08/2023,9,B560125,AS MALKE HECHO A MANO,B532845,ESMERALDA DA CVC,LEONARDO MARTINS GARCIA,
Morfologia Expointer,2026,1,2930,B665657,2404,GAP REINA,FÊMEA,27/08/2023,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B524040,IPANEMA DA GAP SÃO PEDRO-TE,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2931,B662271,429,HARMONIA DE QUARACI,FÊMEA,12/08/2023,8,B591910,DAKOTA DE QUARACI - TE,B516190,ANGERONA DE QUARACI,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2026,1,2932,B670148,64,MIMOSA DA KAYGANGUE,FÊMEA,30/07/2023,9,B226846,BUENAÇO DA MAIOR,B527863,FAMILIA DA KAYGANGUE,VINICIUS RONCAGLIO,
Morfologia Expointer,2026,1,2933,B665288,1927,BASCA JADE-TE,FÊMEA,12/03/2023,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B478886,BASCA CONSTÂNCIA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2934,B639633,06,ATREVIDA DA BOAVENTURA,FÊMEA,18/02/2023,7,B372116,SEDUTOR TUPAMBAÉ,B314899,MAÑANA DO PONTAL,EDUARDO AUGUSTO PEREIRA DE MENEZES FILHO,
Morfologia Expointer,2026,1,2935,B641149,182,CERRO CAMPERO RAINHA,FÊMEA,10/02/2023,8,B503936,MANO A MANO DO RAUNA,B393265,CERRO CAMPERO GRALHA AZUL,GIULIANNO CHEMIN SPRÉA,
Morfologia Expointer,2026,1,2936,B644664,836,TRÊS F REINA,FÊMEA,23/01/2023,6,B409696,BASCO VENENO,B374641,TRÊS F ESTRELA GUIA,JORGE TERRA DE FIGUEIREDO E IRMÃS,
Morfologia Expointer,2026,1,2937,B650696,58,JABOTICABA DA BARRA FUNDA,FÊMEA,17/01/2023,9,B548696,JACINTO CALA BASSA- TE,B483455,DORALICE 05 DO BREDA,ROBERTO ARAÚJO DIEDRICH,
Morfologia Expointer,2026,1,2938,B655303,752,KT JOIA,FÊMEA,06/01/2023,7,B548696,JACINTO CALA BASSA- TE,B328192,KT TRINCA,"ALFREDO,GUILHERME E DIEGO TELLECHEA",
Morfologia Expointer,2026,1,2939,B642497,408,GRIMBEL DE QUARACI,FÊMEA,04/01/2023,8,B540444,BUENO DE QUARACI,B569350,CRISTALINA DE QUARACI-TE,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2026,1,2940,B642489,422,GAMARRA DE QUARACI,FÊMEA,01/01/2023,7,B395777,JA MATE AMARGO,B383083,BÁRBARA DOS CASTANHEIROS,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2026,1,2941,B669092,1968,CHUVA DE PRATA DA RECONQUISTA,FÊMEA,30/12/2022,6,B506136,QUERO INVIDO DA RECONQUISTA,B443237,OTRA HIJA DA RECONQUISTA,MARCELO TELLECHEA CAIROLI,
Morfologia Expointer,2026,1,2942,B647984,09,BRISA DA GRITO DE LIBERDADE,FÊMEA,24/12/2022,7,B409696,BASCO VENENO,B476763,HMR JOIA AZUL,GRITO DE LIBERDADE,
Morfologia Expointer,2026,1,2943,B648378,104,OLIVIA DA KITA,FÊMEA,20/12/2022,8,B530664,CHAMAMÉ NOCHERO,B462197,LA QUIMERA,HENRIQUE DE OLIVEIRA,
Morfologia Expointer,2026,1,2944,B641698,288,HERANÇA DA FAMA,FÊMEA,12/12/2022,7,B372116,SEDUTOR TUPAMBAÉ,B302539,QUEIMADA DA FAMA,FABIANO MATTER E ROBINSON MENEGON,
Morfologia Expointer,2026,1,2945,B689219,458,SANTA AUGUSTA UNDURRAGA,FÊMEA,12/12/2022,7,B472474,BASCO BORRACHERO,B487633,ROSÁRIO QUERIDONA,GUILHERME E FERNANDO VASCONCELLOS,
Morfologia Expointer,2026,1,2946,B657119,1891,BASCA JOQUEADA,FÊMEA,11/12/2022,7,B226846,BUENAÇO DA MAIOR,B572448,RZ NOCHE NEGRA DA DA CARAPUÇA-TE,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2947,B645932,1422,FAGULHA DA BOA VISTA,FÊMEA,30/11/2022,8,B514288,XEQUE MATE DA BOA VISTA,B413464,CORDILHEIRA DA ESCOLHIDA,FAZENDA BOA VISTA,
Morfologia Expointer,2026,1,2948,B651968,1603,RE UMA E OUTRA,FÊMEA,30/11/2022,7,B616747,DEL OESTE ZORRINO,B591193,RE PATATIVA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2949,B692535,45,SACRAPALMA BARONESA,FÊMEA,27/11/2022,7,B438313,KT AMANHECER,B372233,HERMOSURA DA DONA SILVINA,CABANHA SACRAPALMA,
Morfologia Expointer,2026,1,2950,B641068,483,SANGRIA DO RIBEIRÃO BONITO,FÊMEA,25/11/2022,6,B460174,BASCO BANDIDO,B464720,JACUTINGA DO RIBEIRÃO BONITO,ARISON JUNG EXPOSITOR: ARISON JUNG,
Morfologia Expointer,2026,1,2951,B651416,134,UNA FIESTA DA RAUNA,FÊMEA,22/11/2022,8,B503936,MANO A MANO DO RAUNA,B410164,PO FIESTA PÁTRIA,RAFAEL AUGUSTO DO NASCIMENTO,
Morfologia Expointer,2026,1,2952,B648012,1595,RE UMA JÓIA,FÊMEA,21/11/2022,6,B616747,DEL OESTE ZORRINO,B347121,MARCONI ITALIANA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2953,B651956,1593,RE UMA GAROA,FÊMEA,20/11/2022,6,B616747,DEL OESTE ZORRINO,B348737,RE GAROA COM VENTO,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2954,B649492,415,QUE ÍNDIA DA FAZFAR,FÊMEA,15/11/2022,6,B231887,ÍNDIO DO BOEIRO,B454878,PÁTRIA CHICA DA RECONQUISTA,RICARDO PINTO FARIA E OUTRO,
Morfologia Expointer,2026,1,2955,B644183,1412,FACEIRA DA BOA VISTA,FÊMEA,13/11/2022,8,B514288,XEQUE MATE DA BOA VISTA,B400567,JACUTINGA DA MAIOR,FAZENDA BOA VISTA,
Morfologia Expointer,2026,1,2956,B643766,1046,NATASHA DOS CASTANHEIROS,FÊMEA,07/11/2022,6,B617811,DEL OESTE FIERRO,B407988,CHIMARRITA DOS CASTANHEIROS,MIGUEL E RODRIGO SCARPELLINI CAMPOS,
Morfologia Expointer,2026,1,2957,B643929,430,RAINHA DO PASSO FUNDO,FÊMEA,30/10/2022,7,B464026,SANTA ALICE POSTEIRO,B447252,RELÍQUIA DO PASSO FUNDO-TE,EVARISTO TAGLIARI NETO,
Morfologia Expointer,2026,1,2958,B655309,632,BAIONETA MAPOCHO-TE,FÊMEA,28/10/2022,8,B530664,CHAMAMÉ NOCHERO,B593687,XISPA MAPOCHO-TE,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2026,1,2959,B653918,2351,GAP QUERÊNCIA,FÊMEA,19/10/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B396532,FUZARCA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2960,B652720,413,MAIS UMA TRAVESSURA,FÊMEA,18/10/2022,8,B480453,MAIS UM MAGISTRADO,B533583,MAIS UMA OGIVA,CLAUDIO OMAR DE ALMEIDA,
Morfologia Expointer,2026,1,2961,B666590,814,TRÊS F QUERÊNCIA II,FÊMEA,14/10/2022,9,B528898,CAMPANA FAÇO GOSTO,B464834,TRÊS F HENRIQUETA,JORGE TERRA DE FIGUEIREDO E IRMÃS,
Morfologia Expointer,2026,1,2962,B652055,1843,BASCA JACARTA,FÊMEA,12/10/2022,6,B617811,DEL OESTE FIERRO,B405588,BASCA VALPA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2963,B653913,2331,GAP QUEBRA LUZ,FÊMEA,03/10/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B426291,GARRA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2964,B645610,215,IMAGEM DE SANTA LARISSA,FÊMEA,28/09/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B349802,FANFARRA DA MAYA,LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2965,B643848,402,TEQUILA DA TAIMÃ,FÊMEA,18/09/2022,8,B587123,QUEBRACHO DA TAIMÃ-TE,B524974,NAJA DA TAIMÃ,TAIANE LETICIA ZOCCHETTO,
Morfologia Expointer,2026,1,2966,B651078,615,BAETA COLORADA MAPOCHO,FÊMEA,17/09/2022,8,B530664,CHAMAMÉ NOCHERO,B511162,TERNURA MAPOCHO,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2026,1,2967,B650246,1506,RE UVA MALBEC-TE,FÊMEA,12/09/2022,7,B499447,YANCAMIL CAHUEL,B442538,RE JEITOSA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2968,B656452,1378,RAMADA DA QUINTA,FÊMEA,10/09/2022,7,B323696,HILÁRIO DA DOM MANOEL,B374908,ROSA FLOR DA QUINTA,PÉRICLES E DINAH DRUCK,
Morfologia Expointer,2026,1,2969,B645704,1383,FORQUILHA DA BOA VISTA,FÊMEA,09/09/2022,8,B514288,XEQUE MATE DA BOA VISTA,B294093,OPALINA DA BÉZINHA,FAZENDA BOA VISTA,
Morfologia Expointer,2026,1,2970,B640271,117,DUPLO M PUNHALADA,FÊMEA,06/09/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B364747,DUPLO M DINASTIA,MAURÍCIO MARIANI,
Morfologia Expointer,2026,1,2971,B651750,352,ZURIANA DA QUITAÚNA,FÊMEA,04/09/2022,6,B252840,FERIADO DE SANTA EDWIGES,B224274,LAS MISIONES LEMBRANÇAS,PAOLA BACCHIN SCHNEIDER,
Morfologia Expointer,2026,1,2972,B652999,786,ULALÁ DA CABANHA SANTA FÉ,FÊMEA,03/09/2022,7,B317108,JA IMPULSO,B506330,HAVAIANA DO PURUNÃ,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2973,B654081,2303,GAP QUIMERA,FÊMEA,03/09/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B478946,INTRUSA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2974,B648828,372,GUANABARA ADEGA,FÊMEA,30/08/2022,8,B338496,GUANABARA JOÃO DE BARRO,B525494,FACEIRA III DO ITAPORORÓ,LUIZ CARLOS DA SILVA CARVALHO JUNIOR,
Morfologia Expointer,2026,1,2975,B643423,21,FORMOSA DO RINCÃO SEGREDO,FÊMEA,27/08/2022,6,B296959,AS MALKE TORMENTO-TE,B409684,BASCA VANITA,FABIANO HAUSCHILD,
Morfologia Expointer,2026,1,2976,B641069,457,SAGRADA DO RIBEIRÃO BONITO,FÊMEA,12/08/2022,7,B341236,CAMPANA XAQUE,B546806,NEBLINA DO RIBEIRÃO BONITO,ARISON JUNG,
Morfologia Expointer,2026,1,2977,B636504,776,TRINIDAD DA CABANHA SANTA FÉ-TE,FÊMEA,07/02/2022,7,B317108,JA IMPULSO,B185984,JA ANDORINHA,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2978,B624531,108,OBRA PRIMA DA PEDRA REDONDA,FÊMEA,19/01/2022,8,B269661,AS MALKE SEDUTOR-TE,B549856,JARARACA DA PEDRA REDONDA,LUIZ FERNANDO EMMEL,
Morfologia Expointer,2026,1,2979,B633822,721,KT IPIRANGA,FÊMEA,06/01/2022,7,B438313,KT AMANHECER,B354889,KT UTOPIA,"ALFREDO,GUILHERME E DIEGO TELLECHEA",
Morfologia Expointer,2026,1,2980,B622230,99,NIRVANA 99 NOMBRADO,FÊMEA,24/12/2021,7,B372116,SEDUTOR TUPAMBAÉ,B273859,DELICADA DA TAIMÃ,GABRIELA ZANCANARO,
Morfologia Expointer,2026,1,2981,B618462,46,CRK IPIRANGA,FÊMEA,13/12/2021,6,B409696,BASCO VENENO,B268898,KW BARONESA,CRISTIAN RODRIGO KLEIN,
Morfologia Expointer,2026,1,2982,B636398,1468,RE TINAJERA-TE,FÊMEA,13/12/2021,7,B499447,YANCAMIL CAHUEL,B442538,RE JEITOSA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2983,B618125,694,MARCONI UTOPIA,FÊMEA,07/12/2021,8,B514288,XEQUE MATE DA BOA VISTA,B442078,JEITOSA DA PÉROLA NEGRA,ALEXANDRE ESPINDOLA ARAÚJO,
Morfologia Expointer,2026,1,2984,B623806,205,HIJA DE LA LUNA DE SANTA LARISSA,FÊMEA,06/12/2021,7,B536061,YANCA INTENDENTE,B542314,SANTA LARISSA DESENVUELTA,LUIZ KENDY MAEDA,
Morfologia Expointer,2026,1,2985,B619557,97,LEM OCASION,FÊMEA,03/12/2021,8,B514288,XEQUE MATE DA BOA VISTA,B263259,BT VALESCA,LUIZ EDUARDO MEHL,
Morfologia Expointer,2026,1,2986,B624130,39,VÁRZEA GRANDE ATACAMA,FÊMEA,20/11/2021,6,B460130,BASCO BALUARTE,B442762,VÁRZEA GRANDE PELEADORA,LUCIANO AMARAL PATELLA,
Morfologia Expointer,2026,1,2987,B632322,1389,JA VINGANÇA,FÊMEA,14/11/2021,8,B547996,JA QUIXOTE,B547488,JA QUEDA DE BRAÇO-TE,JOSÉ ANTONIO ANZANELLO,
Morfologia Expointer,2026,1,2988,B631571,503,INVERNADA DO AMANHECER,FÊMEA,18/10/2021,8,B569132,FEITIÇO DO AMANHECER,B506228,DISCRETA DO AMANHECER,FÁBIO BELLOTTI MOURA,
Morfologia Expointer,2026,1,2989,B644631,2195,RZ CAMPONESA DA CARAPUÇA,FÊMEA,15/10/2021,7,B201279,AQUI ESTOY DA SANTA JUVITA,B481211,BASCA CONFIANÇA,RUBENS ELIAS ZOGBI,
Morfologia Expointer,2026,1,2990,B644781,2181,RZ CARA BRANCA DA CARAPUÇA,FÊMEA,02/10/2021,6,B536061,YANCA INTENDENTE,B303089,RZ ÁGUA MARINHA DA CARAPUÇA,RUBENS ELIAS ZOGBI,
Morfologia Expointer,2026,1,2991,B628097,110,GURIA GAUCHA DE LAS BUENAS,FÊMEA,26/09/2021,9,B509618,JALISCO DA GAP SÃO PEDRO,B321091,DAMA NEGRA II DA QUINTA,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2026,1,2992,B627288,556,RELÍQUIA DA TAMAREIRA-TE,FÊMEA,28/08/2021,8,B371076,JA LIBERTADOR,B232437,PRINCESA DO ITAPORORÓ,CARLA F. MUSA / ONÉCIO SILVEIRA PRADO JR,
Morfologia Expointer,2026,1,2993,B629782,86,LEM OPERA,FÊMEA,27/08/2021,6,B335063,LEMA DA RECONQUISTA,B317725,AURORA DO PURUNÃ,LUIZ EDUARDO MEHL,
Morfologia Expointer,2026,1,2994,B618470,184,CRC POR UNA ENCANTADA,FÊMEA,26/08/2021,7,B409696,"UNA ENCANTADA
R.P. 184, B618470, NMGC 7, NASC 26/08/2021, FEMEA, COLORADA, POR BASCO VENENO",B367784,CRC ENCANTADA,"RODRIGO, ADEMAR E MARIO CASTELLI",
Morfologia Expointer,2026,1,2995,B614782,53,KIRA DA PARNASSA -TE,FÊMEA,09/01/2021,8,B409696,BASCO VENENO,B369925,REGALONA DE SANTA MARGARIDA,LUÍS FERNANDO MARTINEZ PEREIRA,
Morfologia Expointer,2026,1,2996,B624051,186,CANHAFÉ QUINTA ESSENCIA,FÊMEA,15/12/2020,7,B349886,NIAZZI IMPROVISO,B430343,JUSTIÇA DO MACANUDO,FLAVIANO JUNIOR SAIBRO,
