prova,ciclo,tier,box,sbb,rp,nome,sexo,nasc,nmgc,sbb_pai,nome_pai,sbb_mae,nome_mae,criador,media
Morfologia Expointer,2025,1,2614,B633897,06,QUILAY CABALLERO,MACHO,22/11/2021,8,B530664,CHAMAMÉ NOCHERO,B460030,BASCA BUENA NOCHE,KAREN GOMES PFINGSTAG,
Morfologia Expointer,2025,1,2615,B628291,281,CATALUÑA MAGO,MACHO,20/11/2021,9,B243062,BASCO ONÁSSIS,B490016,CATALUÑA FASCINAÇÃO,PEDRO GONZALEZ NETO,
Morfologia Expointer,2025,1,2616,B637651,1744,BASCO INIMIGO II-TE,MACHO,16/11/2021,8,B467678,GOLILLA PATRON,B540923,BASCA ESMERALDA II,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2618,B654544,2265,GAP PANDILLERO,MACHO,14/11/2021,8,B296959,AS MALKE TORMENTO-TE,B543643,PO MALDEAMORES,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2619,B629244,387,SARGENTO DA TAIMÃ,MACHO,02/11/2021,8,B503936,MANO A MANO DO RAUNA,B510903,NEVADA DA TAIMÃ-TE,TAIANE LETICIA ZOCCHETTO,
Morfologia Expointer,2025,1,2620,B630631,38,STC FACÃO,MACHO,30/10/2021,7,B373365,GUANABARA NUNCA MÁS,B456082,JÓIA RARA DO BOÊMIO,FELIPE DITTERT TAQUES DE MACEDO CRUZ,
Morfologia Expointer,2025,1,2621,B629551,288,VIRAGRO RIO NEGRO,MACHO,27/10/2021,7,B548696,JACINTO CALA BASSA-TE,B229287,ALMA GUAPA DO CAMBUCHIN,VIRAGRO AGROPECUÁRIA LTDA,
Morfologia Expointer,2025,1,2622,B625322,154,BRAÇO FORTE MATTOS,MACHO,25/10/2021,8,B252840,FERIADO DE SANTA EDWIGES,B532428,JV RIGOROSA,DIEGO NASCIMENTO DE MATTOS,
Morfologia Expointer,2025,1,2624,B621710,190,HONRADO DE SANTA LARISSA,MACHO,21/10/2021,6,B409696,BASCO VENENO,B349539,BAINHA DO PURUNÃ,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2625,B635757,34,LA ORIENTALA SANPEDRO,MACHO,21/10/2021,7,B396137,FANTÁSTICO DE SÃO PEDRO,B231841,PO UNAÍ,MARCELO INDARTE DA SILVA,
Morfologia Expointer,2025,1,2626,B623765,188,HISTORIADOR DE SANTA LARISSA,MACHO,19/10/2021,8,B545029,ALCATRAZ DA BOA VISTA,B536576,"PELEIA DA CABANHA SANTA
FÉ",LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2627,B639225,2242,GAP PIRAJU,MACHO,18/10/2021,8,B569822,GAP MONARCA,B426291,GARRA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2628,B624041,06,VELO CORRENTINO,MACHO,16/10/2021,8,B569822,GAP MONARCA,B455434,AS MALKE DEFESA,FERNANDO REBES VELO FILHO,
Morfologia Expointer,2025,1,2629,B621510,142,JURADO DAS FLORES,MACHO,15/10/2021,7,B519131,NOCHERO DA TAMANCA,B340529,JADE DA MARCAMAR,CLEBER WEYH,
Morfologia Expointer,2025,1,2630,B626311,2182,FM UM BUENO DO CINCO SALSOS,MACHO,13/10/2021,7,B495332,UM BUENO DO PASSO DA LAGE,B271962,FM RASCA DO CINCO SALSOS,FELIPE MÁRIO MARTINS,
Morfologia Expointer,2025,1,2631,B628645,366,GUANABARA ZARAGOZA-TE,MACHO,12/10/2021,8,B508256,MAIS UM NUMERÁRIO,B399882,GUANABARA OTRA MÁS,LUIZ CARLOS DA SILVA CARVALHO JUNIOR,
Morfologia Expointer,2025,1,2632,B634788,13,ARUNCO DA AUX,MACHO,04/10/2021,9,B514288,XEQUE MATE DA BOA VISTA,B492365,SANTA JÚLIA HIJA BUENA,NILTON AIRES DO COUTO JUNIOR,
Morfologia Expointer,2025,1,2633,B646886,1801,BERRO GROSSO DA RECONQUISTA,MACHO,30/09/2021,6,B146172,BT LUCERO,B417345,NOSTÁLGICA 695 DA RECONQUISTA,MARCELO TELLECHEA CAIROLI,
Morfologia Expointer,2025,1,2634,B619649,1250,CAMPANA JALISCO,MACHO,27/09/2021,8,B536573,PULPERO DA CABANHA SANTA FÉ,B503437,CAMPANA ESTRELA DALVA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2635,B631843,315,FANDANGO DE QUARACI,MACHO,23/09/2021,6,B231887,ÍNDIO DO BOEIRO,B291042,DELICADA 932 MAUFER,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2636,B627354,64,PATRIMONIO DA RIGOROSA,MACHO,20/09/2021,6,B422696,GANADEIRO DA RIGOROSA,B506557,JAPECANGA DA RIGOROSA,ERNI JOSÉ BACKES,
Morfologia Expointer,2025,1,2637,B632301,412,NIAZZI UNIVERSO,MACHO,20/09/2021,7,B349886,NIAZZI IMPROVISO,B414804,NIAZZI LUA CHEIA,TIAGO ANTONIAZZI,
Morfologia Expointer,2025,1,2638,B632673,310,FAMOSO DE QUARACI,MACHO,17/09/2021,7,B540444,BUENO DE QUARACI,B516190,ANGERONA DE QUARACI,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2639,B632119,1641,BASCO IDOLO,MACHO,15/09/2021,8,B454472,CHARQUE SILVESTRE,B447074,BASCA AFAMADA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2642,B612558,700,KT HORACIO-TE,MACHO,12/01/2021,7,B269661,AS MALKE SEDUTOR-TE,B328192,KT TRINCA,"ALFREDO,GUILHERME E DIEGO TELLECHEA",
Morfologia Expointer,2025,1,2646,B599771,126,IMPONENTE DA MORADA DO VALE,MACHO,14/11/2020,7,B519131,NOCHERO DA TAMANCA,B330779,RZ BOCHINCHERA DA CARAPUÇA,CLEBER WEYH,
Morfologia Expointer,2025,1,2647,B613354,62,PEÑAROL DO ENLEVO,MACHO,11/11/2020,8,B514288,XEQUE MATE DA BOA VISTA,B422365,HERANÇA DO ENLEVO,MÁRCIO ROBERTO MÜLLER,
Morfologia Expointer,2025,1,2648,B631926,92,FULANO DE TAL DE LOS BUENOS,MACHO,11/11/2020,8,B209322,MARAGATO DOS ALPES,B341066,LUNETA DA RECONQUISTA,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2025,1,2650,B658647,1026,SJ MANO A MANO,MACHO,30/10/2020,6,B373481,CAPITÃO DO PURUNÃ,B365826,CAMPANA ZICA,LUGAJO AGRICULTURA E PECUÁRIA LTDA.,
Morfologia Expointer,2025,1,2651,B613504,50,ORGULHO DA PÁTRIA XUCRA,MACHO,29/10/2020,7,B296959,AS MALKE TORMENTO-TE,B530542,ABENÇOADA DA DIVISA GAÚCHA,BRUCE QUATRIN BUZZETO,
Morfologia Expointer,2025,1,2653,B600594,1287,JA UM TUMULTO,MACHO,25/10/2020,8,B480453,MAIS UM MAGISTRADO,B292959,JA HAVAIANA,JOSÉ ANTONIO ANZANELLO,
Morfologia Expointer,2025,1,2654,B606560,158,SEMBRADOR DO MORRO CHATO,MACHO,17/10/2020,7,B495332,UM BUENO DO PASSO DA LAGE,B373469,CANHADA DO PURUNÃ,MARLUS ARRUDA SILVA,
Morfologia Expointer,2025,1,2655,B615682,68,DON MIRO 68 ESCALPO,MACHO,14/10/2020,6,B403335,INQUISITOR 1490 MAUFER,B512623,DON MIRO 06 AMORA,MAURÍCIO LAMPERT WEIAND,
Morfologia Expointer,2025,1,2656,B611605,495,QUERENDON DA TAMAREIRA,MACHO,11/10/2020,6,B371076,JA LIBERTADOR,B391847,HANA DA TAMAREIRA,CARLA F. MUSA / ONÉCIO SILVEIRA PRADO JR,
Morfologia Expointer,2025,1,2657,B608781,44,NJE INCRÍVEL-TE,MACHO,03/10/2020,7,B396137,FANTÁSTICO DE SÃO PEDRO,B532121,NJE PRECIOSA -TE,NAUDÁRIO CERATTI VEGA,
Morfologia Expointer,2025,1,2658,B598863,274,RAMON 274 ENGANO,MACHO,29/09/2020,7,B351128,AS MALKE VULTO,B308035,ÚLTIMA RIMA DO BARULHO,GER ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,
Morfologia Expointer,2025,1,2660,B610557,06,CINCERRO DEL CASILLERO-TE,MACHO,27/09/2020,6,B399620,SANTA ALICE NUBLADO II,B411469,BUTIÁ ESTAMPA II,JULIANO BIAZUS,
Morfologia Expointer,2025,1,2661,B597572,5191,FINANCEIRO TUPAMBAÉ,MACHO,21/09/2020,7,B372116,SEDUTOR TUPAMBAÉ,B378864,SÓLIDA TUPAMBAÉ,OSWALDO DORNELLES PONS,
Morfologia Expointer,2025,1,2662,B600881,175,CRC ONÁSSIS,MACHO,07/09/2020,7,B146172,BT LUCERO,B367784,CRC ENCANTADA,"RODRIGO, ADEMAR E MARIO CASTELLI",
Morfologia Expointer,2025,1,2663,B604432,23,MCW GUAPO,MACHO,31/08/2020,7,B422617,QUERENDON DO RECANTO CRIOULO,B293023,HONRARIA DE SANTA EDWIGES,MARCOS CARDOSO WEILER,
Morfologia Expointer,2025,1,2665,B606188,1513,BASCO HERDEIRO,MACHO,16/07/2020,7,B243062,BASCO ONÁSSIS,B447015,BASCA ACORDEONA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2666,B574283,81,LEVIATÃ 81 NOMBRADO,MACHO,17/11/2019,7,B186023,ALTO ASTRAL DE SANTA EDWIGES,B390099,BRISA MANSA 17 NOMBRADO,GABRIELA ZANCANARO,
Morfologia Expointer,2025,1,2668,B589819,2077,GAP ÑANDU,MACHO,10/11/2019,7,B396137,FANTÁSTICO DE SÃO PEDRO,B415068,"ESTAMPA DE
SÃO PEDRO-TE",EDUARDO MACEDO LINHARES,
Morfologia Expointer,2025,1,2670,B590532,2096,QUATRO TENTOS 2096 MAUFER-TE,MACHO,23/10/2019,6,B444811,IMPERADOR 1562 MAUFER-TE,B459238,LUZ DEL FUEGO 1808 MAUFER,FERNANDO LAMPERT WEIAND,
Morfologia Expointer,2025,1,2671,B576586,261,RAMON 261 DOZE BRAÇAS,MACHO,02/10/2019,7,B351128,AS MALKE VULTO,B308035,ÚLTIMA RIMA DO BARULHO,GER ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,
Morfologia Expointer,2025,1,2672,B592944,733,ZAMORANO DO LISCANO-TE,MACHO,30/09/2019,6,B409696,BASCO VENENO,B231888,INÉDITA DO BOEIRO,PIETRO E GIULIANO PEREIRA ZANETTI,
Morfologia Expointer,2025,1,2673,B575284,858,ESQUINAZO ICO,MACHO,18/09/2019,9,B505908,TRES AR ATENEO,B310290,LA CABINERA DO CARRACHI,FREDERICO WOLF,
Morfologia Expointer,2025,1,2674,B585412,1219,JA TRUCO,MACHO,12/09/2019,8,B480453,MAIS UM MAGISTRADO,B371119,JA LUA DE MEL,JOSÉ ANTONIO ANZANELLO,
Morfologia Expointer,2025,1,2675,B579627,1403,BASCO GALILEU -TE,MACHO,29/08/2019,6,B296959,AS MALKE TORMENTO-TE,B450269,BASCA ÁGUA BENTA-TE,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2676,B594889,577,REQUEIMADO DA CABANHA SANTA FÉ,MACHO,29/08/2019,6,B469736,SÃO XAVIER HURACÁN,B467338,MACUNAY DA CABANHA SANTA FÉ,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2025,1,2677,B600228,340,VV GALO DE BRIGA-TE,MACHO,20/02/2019,7,B446430,CHARQUE INOCÊNCIO,B384891,VV ZOADA,VICTOR INÁCIO VOLKWEIS,
Morfologia Expointer,2025,1,2678,B554309,696,MASCALZONE DO GARRUCHO,MACHO,01/01/2019,7,B317733,ARREBOL DO PURUNÃ,B391502,ESTRELA DO GARRUCHO,HERNANI TAUNAY ANGELI,
Morfologia Expointer,2025,1,2679,B573299,1014,PONTEIRO DA VENDRAMIN,MACHO,21/10/2018,7,B269661,AS MALKE SEDUTOR-TE,B232427,PATRICIA DO ITAPORORÓ,ALDO VENDRAMIN,
Morfologia Expointer,2025,1,2680,B558739,394,LINDO DE FATO D'LOS BRITTES,MACHO,16/10/2018,8,B504713,GRAN HIJO II D'LOS BRITTES-TE,B242361,BT ULIANA,PAULO RICARDO CAMBOIM BRITTES,
Morfologia Expointer,2025,1,2681,B561409,127,QUE GUAPO DO RIO DAS PEDRAS,MACHO,28/08/2018,5,B146172,BT LUCERO,B224887,SAFIRA DO PURUNÃ,MARCELO O.CUNHA E ESMAEL G.CADORE,
Morfologia Expointer,2025,1,2682,B536966,580,MUCHO MAS DO SALIMAR,MACHO,24/11/2017,6,B371095,LEGIONÁRIO DE SANTA EDWIGES,B306248,CALA BOCA DO SALIMAR,MÁRIO SALIS FILHO,
Morfologia Expointer,2025,1,2683,B532384,956,SANTO PAGO CHARRUA,MACHO,13/11/2017,7,B269661,AS MALKE SEDUTOR-TE,B253051,FISGA CHARRUA,JOÃO ROUGET PÉREZ WREGE,
Morfologia Expointer,2025,1,2684,B654246,18,EL PICAZO CAHUEL,MACHO,19/10/2017,0,B662652,GOMENSORO DE SANTA MARCIA-TE,,,JULIO CESAR TREVISAN,
Morfologia Expointer,2025,1,2685,B536008,505,LAS MISIONES YUCUMÃ,MACHO,20/08/2017,6,B101899,CHICÃO DE SANTA ODESSA,B397720,LAS MISIONES TUPANTUBA,FERNANDO GONÇALVES DO NASCIMENTO,
Morfologia Expointer,2025,1,2686,B510560,856,PO LINDO PINGO,MACHO,10/11/2016,7,B269661,AS MALKE SEDUTOR-TE,B229784,MAÑANERO CARLITA,GONÇALO PORTO SILVA,
Morfologia Expointer,2025,1,2687,B512837,1029,BASCO DEL CAMPO,MACHO,18/10/2016,6,B409696,BASCO VENENO,B263223,BASCA PASION,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2688,B504024,4504,BRAVO TUPAMBAÉ,MACHO,11/10/2016,7,B372116,SEDUTOR TUPAMBAÉ,B273595,ÓCA TUPAMBAÉ,OSWALDO DORNELLES PONS,
Morfologia Expointer,2025,1,2756,B641149,182,CERRO CAMPERO RAINHA,FÊMEA,10/02/2023,8,B503936,MANO A MANO DO RAUNA,B393265,CERRO CAMPERO GRALHA AZUL,GIULIANNO CHEMIN SPRÉA,
Morfologia Expointer,2025,1,2757,B642477,418,GAITA PONTO DE QUARACI,FÊMEA,25/01/2023,7,B540444,BUENO DE QUARACI,B569331,CONSTANTE DE QUARACI,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2758,B650588,539,DOM ALBERTO AS XAMA-TE,FÊMEA,19/01/2023,8,B429991,DOM ALBERTO NATALICIO,B545835,DOM ALBERTO REPÚBLICA-TE,FERNANDO ALBERTO SCHOLZE,
Morfologia Expointer,2025,1,2759,B650696,58,JABOTICABA DA BARRA FUNDA,FÊMEA,17/01/2023,9,B548696,JACINTO CALA BASSA-TE,B483455,DORALICE 05 DO BREDA,ROBERTO ARAÚJO DIEDRICH,
Morfologia Expointer,2025,1,2760,B652144,1920,BASCA JOANA,FÊMEA,05/01/2023,6,B617811,DEL OESTE FIERRO,B446622,BASCA ANTÔNIA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2761,B642497,408,GRIMBEL DE QUARACI,FÊMEA,04/01/2023,8,B540444,BUENO DE QUARACI,B569350,CRISTALINA DE QUARACI-TE,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2762,B642489,422,GAMARRA DE QUARACI,FÊMEA,01/01/2023,7,B395777,JA MATE AMARGO,B383083,BÁRBARA DOS CASTANHEIROS,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2763,B669092,1968,CHUVA DE PRATA DA RECONQUISTA,FÊMEA,30/12/2022,6,B506136,QUERO INVIDO DA RECONQUISTA,B443237,OTRA HIJA DA RECONQUISTA,MARCELO TELLECHEA CAIROLI,
Morfologia Expointer,2025,1,2765,B647984,09,BRISA DA GRITO DE LIBERDADE,FÊMEA,24/12/2022,7,B409696,BASCO VENENO,B476763,HMR JOIA AZUL,GRITO DE LIBERDADE,
Morfologia Expointer,2025,1,2766,B643787,1079,NAJA DOS CASTANHEIROS-TE,FÊMEA,20/12/2022,7,B519187,GALO DE BRIGA DOS CASTANHEIROS,B459555,ESTIRPE DOS CASTANHEIROS,MIGUEL E RODRIGO SCARPELLINI CAMPOS,
Morfologia Expointer,2025,1,2767,B648378,104,OLIVIA DA KITA,FÊMEA,20/12/2022,8,B530664,CHAMAMÉ NOCHERO,B462197,LA QUIMERA,HENRIQUE DE OLIVEIRA,
Morfologia Expointer,2025,1,2768,B651541,25,BONANÇA DA ESTERLINA,FÊMEA,20/12/2022,8,B530664,CHAMAMÉ NOCHERO,B243151,GRAPPA DA RECONQUISTA,ALFREDO LUIZ MEZZOMO,
Morfologia Expointer,2025,1,2769,B639083,16,ESTAMPA DEL CASILLERO -TE,FÊMEA,15/12/2022,6,B464026,SANTA ALICE POSTEIRO,B411469,BUTIÁ ESTAMPA II,JULIANO BIAZUS,
Morfologia Expointer,2025,1,2771,B653761,55,JSS ORACION,FÊMEA,15/12/2022,7,B536061,YANCA INTENDENTE,B462878,JSS FESTA,JOZIANE DA SILVA SCHWANCK OLIVEIRA,
Morfologia Expointer,2025,1,2772,B657119,1891,BASCA JOQUEADA,FÊMEA,11/12/2022,7,B226846,BUENAÇO DA MAIOR,B572448,RZ NOCHE NEGRA DA DA CARAPUÇA-TE,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2774,B655852,07,QUILAY DESTEMIDA,FÊMEA,08/12/2022,8,B530664,CHAMAMÉ NOCHERO,B460030,BASCA BUENA NOCHE,KAREN GOMES PFINGSTAG,
Morfologia Expointer,2025,1,2775,B649408,207,NOBREZA DO SOL BRILHANTE-TE,FÊMEA,06/12/2022,7,B271539,GALO DE SANTA EDWIGES,B566233,IMPERATRIZ DO SOL BRILHANTE,SERGIO AUGUSTO AMARAL,
Morfologia Expointer,2025,1,2776,B656442,594,TAFONA DA DONA SILVINA,FÊMEA,06/12/2022,6,B490012,CATALUÑA FEITIÇO,B406543,GRÉCIA DA ESPORA DE PRATA,CABANHA DONA SILVINA,
Morfologia Expointer,2025,1,2777,B643819,417,TRINCA DA TAIMÃ-TE,FÊMEA,05/12/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B366116,HISTÓRIA DA TAIMÃ,TAIANE LETICIA ZOCCHETTO,
Morfologia Expointer,2025,1,2778,B654224,121,LEM PATA BRABA,FÊMEA,05/12/2022,6,B409696,BASCO VENENO,B317738,ALGAZARRA DO PURUNÃ,LUIZ EDUARDO MEHL,
Morfologia Expointer,2025,1,2780,B648377,103,ODALISCA DA KITA,FÊMEA,02/12/2022,8,B552163,MONARCA DA BELA ESPERANÇA,B548723,JUERGA CALA BASSA,HENRIQUE DE OLIVEIRA,
Morfologia Expointer,2025,1,2781,B642852,1382,CAMPANA KORINA,FÊMEA,23/11/2022,8,B481227,TAÑIDO CANTA GALLO,B528938,CAMPANA FITA COLORADA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2782,B651416,134,UNA FIESTA DA RAUNA,FÊMEA,22/11/2022,8,B503936,MANO A MANO DO RAUNA,B410164,PO FIESTA PÁTRIA,RAFAEL AUGUSTO DO NASCIMENTO,
Morfologia Expointer,2025,1,2783,B648012,1595,RE UMA JÓIA,FÊMEA,21/11/2022,6,B616747,DEL OESTE ZORRINO,B347121,MARCONI ITALIANA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2784,B651944,1596,RE ULHA NEGRA-TE,FÊMEA,21/11/2022,8,B616747,DEL OESTE ZORRINO,B566881,RE PUPILA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2785,B651956,1593,RE UMA GAROA,FÊMEA,20/11/2022,6,B616747,DEL OESTE ZORRINO,B348737,RE GAROA COM VENTO,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2788,B652078,1895,BASCA JIMENA,FÊMEA,14/11/2022,6,B617811,DEL OESTE FIERRO,B407451,BASCA VIÑA DEL MAR,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2789,B644183,1412,FACEIRA DA BOA VISTA,FÊMEA,13/11/2022,8,B514288,XEQUE MATE DA BOA VISTA,B400567,JACUTINGA DA MAIOR,FAZENDA BOA VISTA,
Morfologia Expointer,2025,1,2790,B648218,15,MASBI DESTEMIDA,FÊMEA,12/11/2022,7,B409696,BASCO VENENO,B459195,LANÇA 1776 MAUFER,THOBIAS DE ANDRADE NUNES,
Morfologia Expointer,2025,1,2791,B650975,115,TEODORA DA ACÁCIA NEGRA,FÊMEA,11/11/2022,8,B536569,PICASSO DA CABANHA SANTA FÉ,B237155,TRÊS PONTAS NEGAÇA,JORGE ROBERTO NUNES SAINT PIERRE,
Morfologia Expointer,2025,1,2792,B643766,1046,NATASHA DOS CASTANHEIROS,FÊMEA,07/11/2022,6,B617811,DEL OESTE FIERRO,B407988,CHIMARRITA DOS CASTANHEIROS,MIGUEL E RODRIGO SCARPELLINI CAMPOS,
Morfologia Expointer,2025,1,2793,B650921,151,RAMONA LA COMPOSTELLA,FÊMEA,07/11/2022,8,B409696,BASCO VENENO,B536174,JADE LA COMPOSTELLA,MARIA LUIZA TELLECHEA CERQUEIRA E FILHOS,
Morfologia Expointer,2025,1,2795,B647637,287,CATALUÑA NAMORADA,FÊMEA,06/11/2022,9,B490012,CATALUÑA FEITIÇO,B490016,CATALUÑA FASCINAÇÃO,PEDRO GONZALEZ NETO,
Morfologia Expointer,2025,1,2796,B648182,169,KALANDIVA DAS FLORES,FÊMEA,06/11/2022,7,B519131,NOCHERO DA TAMANCA,B521800,ESPERANÇA DA MORADA DO VALE,CLEBER WEYH,
Morfologia Expointer,2025,1,2797,B653935,2371,GAP QUE HONRA,FÊMEA,06/11/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B452333,HONRA DA GAP SÃP PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2798,B653939,2372,GAP QUEIMADA,FÊMEA,06/11/2022,7,B536061,YANCA INTENDENTE,B452470,HERDEIRA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2799,B653946,2368,GAP QUE GUAPA,FÊMEA,05/11/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B370247,ENERGIA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2800,B651596,81,GUASCA JAURIA,FÊMEA,01/11/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B507999,CALITERRA JAURIA,MANOEL AUGUSTO ANTOLINI ALVARES DA CUNHA,
Morfologia Expointer,2025,1,2801,B643929,430,RAINHA DO PASSO FUNDO,FÊMEA,30/10/2022,7,B464026,SANTA ALICE POSTEIRO,B447252,RELÍQUIA DO PASSO FUNDO-TE,EVARISTO TAGLIARI NETO,
Morfologia Expointer,2025,1,2802,B655309,632,BAIONETA MAPOCHO-TE,FÊMEA,28/10/2022,8,B530664,CHAMAMÉ NOCHERO,B593687,XISPA MAPOCHO-TE,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2025,1,2803,B645621,224,IZA DE SANTA LARISSA,FÊMEA,26/10/2022,8,B509629,JAGUAR DA GAP SÃO PEDRO,B563251,SANTA LARISSA ESTAMPA FINA,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2804,B652567,228,JQ SERTÂNIA,FÊMEA,25/10/2022,6,B451415,VINCHUCA DA BOA VISTA,B448033,JQ JARARACA,EDMOND CHAKER FARHAT JÚNIOR,
Morfologia Expointer,2025,1,2805,B644900,1145,UVA ROSADA JB DE PALERMO,FÊMEA,22/10/2022,7,B533024,NARCOTRÁFICO DA TAMANCA,B369585,HIJA BUENA JB DE PALERMO,OTTO JAYME BECKERT,
Morfologia Expointer,2025,1,2806,B666669,55,MIMOSA DO CAPÃO,FÊMEA,22/10/2022,7,B531379,SABE TUDO DA RECONQUISTA,B534342,FIGUEIRA DO CAPÃO,HENRIQUE DEFAVERI ABDALLA,
Morfologia Expointer,2025,1,2807,B638692,58,MOROCHA DO FUNDO DA SERRA,FÊMEA,21/10/2022,7,B231887,ÍNDIO DO BOEIRO,B501275,ESTANCIEIRA DO FUNDO DA SERRA,CRISTIANO SOUZA DA ROSA,
Morfologia Expointer,2025,1,2808,B653957,2359,GAP QUE LINDA-TE,FÊMEA,21/10/2022,8,B396137,FANTÁSTICO DE SÃO PEDRO,B513405,JOVEM GUARDA DA GAP SÃO PEDRO- TE,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2809,B643761,1040,NASCENTE DOS CASTANHEIROS,FÊMEA,20/10/2022,7,B438313,KT AMANHECER,B386672,BEATA DOS CASTANHEIROS,MIGUEL E RODRIGO SCARPELLINI CAMPOS,
Morfologia Expointer,2025,1,2811,B655141,180,QUEBRA LUZ DO ROSAL,FÊMEA,20/10/2022,9,B190224,SÃO JOÃO DO JUNCAL PANDEMÔNIO,B493451,MEMORIA DA VENDRAMIN,SADY MARCONDES LOUREIRO NETO,
Morfologia Expointer,2025,1,2812,B653918,2351,GAP QUERÊNCIA,FÊMEA,19/10/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B396532,FUZARCA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2814,B652055,1843,BASCA JACARTA,FÊMEA,12/10/2022,6,B617811,DEL OESTE FIERRO,B405588,BASCA VALPA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2815,B643858,35,RTG NAJA,FÊMEA,11/10/2022,7,B495332,UM BUENO DO PASSO DA LAGE,B427987,BRUACA II SOMBRA,ROBERTO THADDEU GOMES,
Morfologia Expointer,2025,1,2816,B680047,2400,GAP QUE PARCERIA,FÊMEA,11/10/2022,8,B536061,YANCA INTENDENTE,B532101,SÃO JOÃO DO JUNCAL PERPÉTUA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2817,B641801,1147,MARESIA DO ITAÓ,FÊMEA,10/10/2022,7,B617811,DEL OESTE FIERRO,B499044,DONZELA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2025,1,2582,B653916,2338,GAP QUE BALA,FÊMEA,09/10/2022,6,B536061,YANCA INTENDENTE,B298852,BAZUCA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2819,B653923,2334,GAP QUE PINTURA-TE,FÊMEA,06/10/2022,8,B396137,"FANTÁSTICO DE
SÃO PEDRO",B569819,GAP MONALISA,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2820,B652447,311,VIRAGRO DÁDIVA,FÊMEA,04/10/2022,9,B589773,SANTA LARISSA FANTASTICO,B537228,ÑANDU JATITA,VIRAGRO AGROPECUÁRIA LTDA,
Morfologia Expointer,2025,1,2821,B653913,2331,GAP QUEBRA LUZ,FÊMEA,03/10/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B426291,GARRA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2822,B648307,218,ISIS DE SANTA LARISSA,FÊMEA,02/10/2022,9,B509629,"JAGUAR DA GAP
SÃO PEDRO",B544047,SANTA LARISSA DOLCE VITA,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2823,B652060,1827,BASCA JUSTICEIRA,FÊMEA,02/10/2022,6,B146172,BT LUCERO,B330553,BASCA SANGRIA,MARIANA FRANCO TELLECHEA E FILHOS,
